exon	relative_pos_in_circle	relative_pos_in_exon	coverage
0	1	1	4
0	2	2	4
0	3	3	4
0	4	4	4
0	5	5	4
0	6	6	4
0	7	7	4
0	8	8	4
0	9	9	4
0	10	10	4
0	11	11	4
0	12	12	4
0	13	13	4
0	14	14	4
0	15	15	4
0	16	16	4
0	17	17	4
0	18	18	4
0	19	19	4
0	20	20	4
0	21	21	4
0	22	22	4
0	23	23	4
0	24	24	4
0	25	25	4
0	26	26	4
0	27	27	4
0	28	28	4
0	29	29	4
0	30	30	4
0	31	31	4
0	32	32	4
0	33	33	4
0	34	34	4
0	35	35	3
0	36	36	3
0	37	37	3
0	38	38	3
0	39	39	3
0	40	40	3
0	41	41	3
0	42	42	3
0	43	43	3
0	44	44	3
0	45	45	3
0	46	46	3
0	47	47	3
0	48	48	3
0	49	49	3
0	50	50	3
0	51	51	3
0	52	52	3
0	53	53	3
0	54	54	3
0	55	55	3
0	56	56	3
0	57	57	3
0	58	58	3
0	59	59	3
0	60	60	3
0	61	61	3
0	62	62	3
0	63	63	3
0	64	64	3
0	65	65	3
0	66	66	3
0	67	67	3
0	68	68	3
0	69	69	3
0	70	70	3
0	71	71	3
0	72	72	3
0	73	73	3
0	74	74	3
0	75	75	3
0	76	76	3
0	77	77	3
0	78	78	3
0	79	79	3
0	80	80	3
0	81	81	3
0	82	82	3
0	83	83	3
0	84	84	3
0	85	85	3
0	86	86	3
0	87	87	3
0	88	88	3
0	89	89	3
0	90	90	3
0	91	91	3
0	92	92	3
0	93	93	3
0	94	94	3
0	95	95	3
0	96	96	3
0	97	97	3
0	98	98	3
0	99	99	3
0	100	100	3
0	101	101	3
0	102	102	3
0	103	103	3
0	104	104	3
0	105	105	3
0	106	106	3
0	107	107	3
0	108	108	2
0	109	109	2
0	110	110	2
0	111	111	2
0	112	112	2
0	113	113	2
0	114	114	2
0	115	115	2
0	116	116	2
0	117	117	2
0	118	118	2
0	119	119	2
0	120	120	2
0	121	121	2
0	122	122	2
0	123	123	2
0	124	124	2
0	125	125	2
0	126	126	2
0	127	127	2
0	128	128	2
0	129	129	2
0	130	130	2
0	131	131	2
0	132	132	2
0	133	133	2
0	134	134	2
0	135	135	1
0	136	136	1
0	137	137	1
0	138	138	1
0	139	139	1
0	140	140	1
0	141	141	0
0	142	142	0
0	143	143	0
0	144	144	0
0	145	145	0
0	146	146	0
0	147	147	0
0	148	148	0
0	149	149	0
0	150	150	0
0	151	151	0
0	152	152	0
0	153	153	0
0	154	154	1
0	155	155	1
0	156	156	1
0	157	157	1
0	158	158	1
0	159	159	1
0	160	160	2
0	161	161	2
0	162	162	2
0	163	163	2
0	164	164	2
0	165	165	2
0	166	166	2
0	167	167	2
0	168	168	2
0	169	169	2
0	170	170	2
0	171	171	2
0	172	172	2
0	173	173	2
0	174	174	2
0	175	175	2
0	176	176	2
0	177	177	2
0	178	178	2
0	179	179	2
0	180	180	2
0	181	181	2
0	182	182	2
0	183	183	2
0	184	184	2
0	185	185	2
0	186	186	2
0	187	187	2
0	188	188	2
0	189	189	2
0	190	190	2
0	191	191	2
0	192	192	2
0	193	193	2
0	194	194	2
0	195	195	2
0	196	196	3
0	197	197	3
0	198	198	3
0	199	199	3
0	200	200	3
0	201	201	3
0	202	202	3
0	203	203	3
0	204	204	3
0	205	205	3
0	206	206	3
0	207	207	3
0	208	208	3
0	209	209	3
0	210	210	3
0	211	211	3
0	212	212	3
0	213	213	3
0	214	214	3
0	215	215	3
0	216	216	3
0	217	217	3
0	218	218	3
0	219	219	3
0	220	220	3
0	221	221	3
0	222	222	3
0	223	223	3
0	224	224	3
0	225	225	3
0	226	226	3
0	227	227	3
0	228	228	3
0	229	229	3
0	230	230	3
0	231	231	3
0	232	232	3
0	233	233	3
0	234	234	3
0	235	235	3
0	236	236	3
0	237	237	3
0	238	238	3
0	239	239	3
0	240	240	3
0	241	241	3
0	242	242	3
0	243	243	3
0	244	244	3
0	245	245	3
0	246	246	3
0	247	247	3
0	248	248	3
0	249	249	3
0	250	250	3
0	251	251	3
0	252	252	3
0	253	253	3
0	254	254	3
0	255	255	3
0	256	256	3
0	257	257	3
0	258	258	3
0	259	259	3
0	260	260	3
0	261	261	3
0	262	262	3
0	263	263	3
0	264	264	3
0	265	265	3
0	266	266	3
0	267	267	3
0	268	268	3
0	269	269	4
0	270	270	4
0	271	271	4
0	272	272	4
0	273	273	4
0	274	274	4
0	275	275	4
0	276	276	4
0	277	277	4
0	278	278	4
0	279	279	4
0	280	280	4
0	281	281	4
0	282	282	4
0	283	283	4
0	284	284	4
0	285	285	4
0	286	286	4
0	287	287	4
0	288	288	4
0	289	289	4
0	290	290	4
0	291	291	4
0	292	292	4
0	293	293	4
0	294	294	4
0	295	295	4
0	296	296	4
0	297	297	5
0	298	298	5
0	299	299	5
0	300	300	5
0	301	301	5
0	302	302	6
0	303	303	6
0	304	304	6
0	305	305	6
0	306	306	6
0	307	307	6
0	308	308	6
0	309	309	6
